Book Id,Title,Author,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Status
84943172,"The Right Move (Windy City, #2)",Liz Tomforde,,,4,4.39,Golden Boy Publishing LLC,Kindle Edition,499,2023,2023,1/14/25,1/14/25,read
123014107,"Mile High (Windy City, #1)",Liz Tomforde,,,4,4.04, Golden Boy Publishing LLC,Kindle Edition,490,2023,2022,1/12/25,1/12/25,read
195834342,"Just for the Summer (Part of Your World, #3)",Abby Jimenez,,,5,4.36,Forever,Kindle Edition,424,2024,2024,1/12/25,12/6/24,read
64264558,"Bound (Highest Bidder, #5)",Lauren Landish,,,2,3.98,,Kindle Edition,214,2023,2023,1/11/25,1/11/25,read
212124779,Butterfly,Jo Brenner,,,1,3.6,High Rise Publishing LLC,Kindle Edition,252,2024,,1/9/25,1/9/25,read
36228521,Love and Other Words,Christina Lauren,,,4,4.22,Gallery Books,Kindle Edition,433,2018,2018,1/9/25,1/8/25,read
199276876,"Trick Shot (Brother Puckers, #1)",Kayla Grosse,,,2,3.7,Kayla Grosse,Kindle Edition,189,2023,2023,1/9/25,1/2/25,read
123004998,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,,,5,4.71,Bloomsbury Publishing,Kindle Edition,988,2018,2018,1/8/25,1/5/25,read
123004979,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,,,5,4.28,Bloomsbury Publishing,Kindle Edition,675,2017,2017,1/5/25,1/3/25,read
126060933,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,1619636085,9781619636088,5,4.63,Bloomsbury Publishing,Kindle Edition,733,2023,2016,1/3/25,1/3/25,read
56250247,"Theirs for the Night (Twisted Hearts, #1)",Katee Robert,,,0,3.55,Trinkets and Tales LLC,Kindle Edition,69,2018,2018,1/1/25,12/30/24,read
220389458,"Cruel Winter with You (Under the Mistletoe Collection, #1)",Ali Hazelwood,1662528396,9781662528392,3,3.68,Amazon Original Stories,Kindle Edition,72,2024,2024,12/30/24,12/9/24,read
126060012,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,1619636050,9781619636057,5,4.62,Bloomsbury Publishing,Kindle Edition,576,2023,2015,12/30/24,12/29/24,read
125810184,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,1619630664,9781619630666,5,4.45,Bloomsbury,Kindle Edition,583,2023,2014,12/29/24,12/27/24,read
176623687,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,,,4,4.2,Bloomsbury Publishing,Kindle Edition,451,2023,2014,12/26/24,12/1/24,read
123004735,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,,,5,4.36,Bloomsbury Publishing,Kindle Edition,440,2013,2013,12/24/24,12/22/24,read
123004704,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,,,4,4.18,Bloomsbury Publishing,Kindle Edition,423,2012,2012,12/22/24,12/18/24,read
220186145,Holiday Hostilities (Cyclones Christmas #2),Katie Bailey,,,3,3.99,Eleventh Avenue Publishing Inc.,Kindle Edition,332,2024,,12/20/24,12/19/24,read
201919785,"Season's Schemings (Cyclones Christmas, #1)",Katie Bailey,,,3,4.02,Eleventh Avenue Publishing Inc.,Kindle Edition,262,2023,,12/19/24,12/19/24,read
196219692,"Taming 7 (Boys of Tommen, #5)",Chloe Walsh,,,4,4.32,Bloom Books,Kindle Edition,464,2024,2024,12/18/24,12/17/24,read
146943908,"Redeeming 6 (Boys of Tommen, #4)",Chloe Walsh,1464216037,9781464216039,4,4.64,Bloom Books,Kindle Edition,766,2024,2023,12/17/24,12/17/24,read
146943389,"Saving 6 (Boys of Tommen, #3)",Chloe Walsh,1464216002,9781464216008,4,4.46,Bloom Books,Kindle Edition,496,2023,2023,12/15/24,12/14/24,read
146943394,"Keeping 13 (Boys of Tommen, #2)",Chloe Walsh,1728299985,9781728299983,4,4.52,Bloom Books,Kindle Edition,667,2023,2018,12/13/24,12/13/24,read
146943294,"Binding 13 (Boys of Tommen, #1)",Chloe Walsh,1728299950,9781728299952,4,4.45,Bloom Books,Kindle Edition,618,2023,2018,12/12/24,12/11/24,read
167490050,"Forget Your Morals (The Carlson Brothers, #2)",Sarah   Blue,,,2,3.84,,Kindle Edition,315,2024,2024,12/11/24,12/10/24,read
208885936,"Swallow Your Pride (The Carlson Brothers, #1)",Sarah   Blue,,,2,3.78,,Kindle Edition,326,2024,2023,12/10/24,12/9/24,read
45170538,"Puck Me Secretly (Vancouver Wolves Hockey, #1)",Odette Stone,0995020078,9780995020078,2,3.93,,Kindle Edition,406,2019,2018,12/10/24,12/9/24,read
62898458,"The Choice (Star-Crossed Lovers Duet, #1)",Ashley Jade,,,3,4.32,,Kindle Edition,370,2023,2023,12/9/24,12/9/24,read
57797137,The Words,Ashley Jade,,,4,4.3,,Kindle Edition,676,2022,2022,12/9/24,12/7/24,read
211806755,"The Risk (Briar U, #2)",Elle Kennedy,,,3,4.22,Elle Kennedy Inc.,Kindle Edition,402,2024,2019,12/7/24,12/7/24,read
211806714,"The Chase (Briar U, #1)",Elle Kennedy,,,3,3.85,Elle Kennedy Inc.,Kindle Edition,374,2024,2018,12/7/24,12/6/24,read
58953656,"The Legacy (Off-Campus, #5)",Elle Kennedy,1990101054,9781990101052,3,3.78,EKI,Kindle Edition,339,2021,2021,12/6/24,12/6/24,read
58953641,"The Goal (Off-Campus, #4)",Elle Kennedy,,,4,3.88,Elle Kennedy,Kindle Edition,350,2021,2016,12/6/24,12/6/24,read
58953634,"The Score (Off-Campus, #3)",Elle Kennedy,,,4,4.15,Elle Kennedy,Kindle Edition,472,2021,2016,12/5/24,12/5/24,read
58953631,"The Mistake (Off-Campus, #2)",Elle Kennedy,,,3,3.97,Elle Kennedy Inc.,Kindle Edition,296,2021,2015,12/5/24,12/4/24,read
58953626,"The Deal (Off-Campus, #1)",Elle Kennedy,,,3,4.21,Elle Kennedy Inc.,Kindle Edition,342,2021,2015,12/4/24,12/3/24,read
63131361,Hawke,Jescie Hall,,,3,4.03,,Kindle Edition,439,2022,2022,12/4/24,12/3/24,read
221521038,"Lights Out (Into Darkness, #1)",Navessa Allen,,,5,4.12,Zando – Slowburn,Kindle Edition,338,2024,2024,12/3/24,12/3/24,read
219743826,"Fighting Mr. Knight  (London Mister, #3)",Rosa Lucas,,,3,4.29,,Kindle Edition,,2024,2022,12/2/24,12/2/24,read
219743757,"Resisting Mr. Kane (London Mister, #2)",Rosa Lucas,,,3,4.19,,Kindle Edition,401,2024,2022,12/1/24,12/1/24,read
219743843,"Taming Mr. Walker (London Mister, #1)",Rosa Lucas,,,3,4,,Kindle Edition,431,2021,2021,12/1/24,11/30/24,read
202407211,All the Wrong Plays (Kluvberg #2),C.W. Farnsworth,,,3,3.92,C.W. Farnsworth LLC,Kindle Edition,335,2024,,11/30/24,11/30/24,read
211929737,How My Neighbor Stole Christmas,Meghan Quinn,,,3,3.69,,Kindle Edition,482,2024,2024,11/29/24,11/27/24,read
209574297,"First Flight, Final Fall",C.W. Farnsworth,,,3,3.85,C.W. Farnsworth LLC,Kindle Edition,334,2024,,11/29/24,11/29/24,read
204538483,"The Striker (Gods of the Game, #1)",Ana Huang,,,3,3.76,,Kindle Edition,594,2024,2024,11/27/24,11/27/24,read
207601103,"Truly Madly Deeply (Forbidden Love, #1)",L.J. Shen,,,2,3.95,,Kindle Edition,514,2024,2024,11/27/24,11/26/24,read
218500922,"A Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,,,5,4.45,Bloomsbury Publishing,Kindle Edition,768,2024,2021,11/25/24,11/25/24,read
36156268,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,,,4,3.72,Bloomsbury Publishing,Kindle Edition,272,2018,2019,11/23/24,11/23/24,read
57060202,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,,,5,4.46,Bloomsbury USA Childrens,Kindle Edition,719,2021,2017,11/23/24,11/21/24,read
57019034,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,,,5,4.64,Bloomsbury USA Childrens,Kindle Edition,641,2021,2016,11/21/24,11/19/24,read
54386622,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,,,5,4.16,Bloomsbury Publishing,Kindle Edition,433,2020,2015,11/19/24,10/14/24,read
218713976,"Masked Sins (Ravaged Castle, #4)",Amanda   Richardson,,,3,4.11,,Kindle Edition,470,2024,,11/18/24,11/18/24,read
195783946,"Ward Willing (Ravaged Castle, #3)",Amanda   Richardson,,,3,3.86,,Kindle Edition,474,2024,,11/17/24,11/16/24,read
157115778,"Marry Lies (Ravaged Castle, #2)",Amanda   Richardson,,,3,4.1,,Kindle Edition,440,2023,2023,11/16/24,11/16/24,read
68756078,"Prey Tell (Ravaged Castle, #1)",Amanda   Richardson,,,4,3.97,,Kindle Edition,432,2023,2023,11/15/24,11/14/24,read
214868200,"Falling (North University, #1)",Janisha  Boswell,1068657715,9781068657719,3,3.63,,Kindle Edition,548,2024,2023,11/14/24,11/13/24,read
194802722,Funny Story,Emily Henry,,,5,4.2,Berkley,Kindle Edition,395,2024,2024,11/13/24,11/13/24,read
58080366,"Fire Night (Devil's Night, #4.5)",Penelope Douglas,,,3,4.03,Penelope Douglas LLC,Kindle Edition,118,2020,2020,11/12/24,11/12/24,read
58080352,"Nightfall (Devil's Night, #4)",Penelope Douglas,1952646081,9781952646089,3,4.28,Penelope Douglas LLC,Kindle Edition,752,2021,2020,11/12/24,11/12/24,read
58080327,"Conclave (Devil's Night, #3.5)",Penelope Douglas,1952646030,9781952646034,3,3.83,Penelope Douglas LLC,Kindle Edition,114,2019,2019,11/10/24,11/9/24,read
58080310,"Kill Switch (Devil's Night, #3)",Penelope Douglas,1952646022,9781952646027,3,4.3,Penelope Douglas LLC,Kindle Edition,668,2019,2019,11/8/24,11/5/24,read
58124282,"Hideaway (Devil's Night, #2)",Penelope Douglas,1952646014,9781952646010,4,4.01,Penelope Douglas LLC,Kindle Edition,542,2017,2017,11/4/24,11/3/24,read
58080257,"Corrupt (Devil's Night, #1)",Penelope Douglas,1952646006,9781952646003,4,3.78,Penelope Douglas LLC,Kindle Edition,518,2015,2015,11/2/24,11/2/24,read
217388410,If This Was a Movie (Evergreen Park #2),Morgan  Elizabeth,,,3,3.88,,Kindle Edition,288,2024,2024,11/1/24,11/1/24,read
137142762,Too Hard (Hayes Brothers #5),I.A. Dice,,,3,4.21,,Kindle Edition,435,2023,2023,10/30/24,10/30/24,read
87556291,Too Strong (Hayes Brothers Book 4),I.A. Dice,,,3,4.1,,Kindle Edition,371,2023,,10/29/24,10/29/24,read
63847822,Too Sweet (Hayes Brothers #3),I.A. Dice,,,3,3.94,,Kindle Edition,,2023,,10/29/24,10/28/24,read
62191870,Too Wrong (Hayes Brothers #2),I.A. Dice,,,3,3.95,,Kindle Edition,325,2022,,10/28/24,10/28/24,read
62096763,Too Much (Hayes Brothers #1),I.A. Dice,,,3,3.76,,Kindle Edition,311,2022,2022,10/28/24,10/27/24,read
56250307,"The Darkest Temptation (Made, #3)",Danielle Lori,,,3,4.03,,Kindle Edition,410,2020,2020,10/27/24,10/27/24,read
45050360,"The Maddest Obsession (Made, #2)",Danielle Lori,,,3,4.25,,Kindle Edition,376,2019,2019,10/26/24,10/26/24,read
40577044,"The Sweetest Oblivion (Made, #1)",Danielle Lori,,,3,4.01,Danielle Lori,Kindle Edition,386,2018,2018,10/24/24,10/24/24,read
203146594,"God of War (Legacy of Gods, #6)",Rina Kent,,,4,4.08,Blackthorn Books,Kindle Edition,488,2024,2024,10/23/24,10/22/24,read
197769061,"God of Fury (Legacy of Gods, #5)",Rina Kent,,,4,4.5,"Blackthorn Books, LLC",Kindle Edition,522,2023,2023,10/22/24,10/19/24,read
63346945,"God of Ruin (Legacy of Gods, #4)",Rina Kent,,,4,4.11,"Blackthorn Books, LLC",Kindle Edition,430,2023,2023,10/18/24,10/18/24,read
63337195,"God of Wrath (Legacy of Gods, #3)",Rina Kent,,,4,4.18,"Blackthorn Books, LLC",Kindle Edition,490,2022,2022,10/17/24,10/17/24,read
61100791,"God of Pain (Legacy of Gods, #2)",Rina Kent,,,4,3.88,"Blackthorn Books, LLC",Kindle Edition,487,2022,2022,10/16/24,10/16/24,read
60913024,"God of Malice (Legacy of Gods, #1)",Rina Kent,,,4,3.93,"Blackthorn Books, LLC",Kindle Edition,468,2022,2022,10/14/24,10/13/24,read
204535779,"Madness (L.O.R.D.S., #6)",Shantel Tessier,,,4,4.57,,Kindle Edition,788,2024,2024,10/11/24,10/9/24,read
125274093,"Carnage (L.O.R.D.S., #5)",Shantel Tessier,,,5,4.3,,Kindle Edition,628,2023,2023,10/9/24,10/8/24,read
60600222,Sabotage,Shantel Tessier,,,4,3.83,,Kindle Edition,229,2022,2022,10/8/24,10/8/24,read
63874606,"The Sacrifice (L.O.R.D.S., #3)",Shantel Tessier,,,5,4.31,Independently Published,Kindle Edition,626,2023,2023,10/7/24,10/7/24,read
62585880,The Sinner (L.O.R.D.S. #2),Shantel Tessier,,,5,4.03,,Kindle Edition,627,2022,2022,10/7/24,10/6/24,read
58941251,"The Ritual (L.O.R.D.S., #1)",Shantel Tessier,,,5,4.05,Independently Published,Kindle Edition,606,2021,2021,10/6/24,10/5/24,read
25507389,"Priest (Priest, #1)",Sierra Simone,,,4,3.55,,Kindle Edition,354,2015,2015,10/4/24,10/3/24,read
60139252,Fumbled Futures Collection,Meagan Brandy,,,0,4.47,,Kindle Edition,744,2022,,10/3/24,10/2/24,read
40196819,Defenseless Hearts (Fumbled Futures #2),Meagan Brandy,,,4,4.1,,Kindle Edition,349,2018,2018,10/3/24,10/2/24,read
61477322,Fumbled Hearts (Tender Hearts #1),Meagan Brandy,,,4,4.15,,Kindle Edition,471,2022,2017,10/2/24,9/30/24,read
214556342,Promise Me Not,Meagan Brandy,,,4,3.6,,Kindle Edition,402,2024,2024,10/1/24,10/1/24,read
42867647,Dirty Curve,Meagan Brandy,,,4,4,Independently Published,Kindle Edition,323,2021,2021,9/30/24,9/30/24,read
62694941,The Deal Dilemma,Meagan Brandy,,,4,3.98,,Kindle Edition,504,2022,2022,9/29/24,9/29/24,read
63904528,Not So Merry Memories,Meagan Brandy,,,4,3.65,,Kindle Edition,113,2022,,9/28/24,9/28/24,read
60439165,"Say You Swear (Boys of Avix, #1)",Meagan Brandy,,,5,4.26,,Kindle Edition,552,2022,2022,9/28/24,9/27/24,read
214193687,"Pucking Sweet (Jacksonville Rays, #3)",Emily Rath,1962350029,9781962350020,5,4.2,Emily Rath Books,Kindle Edition,686,2024,2024,9/27/24,9/24/24,read
214961712,"My Rules (Kingston Lane, #2)",T.L. Swan,1662512767,9781662512766,5,4.1,Montlake,Kindle Edition,503,2024,2024,9/24/24,9/24/24,read
123179559,"My Temptation (Kingston Lane, #1)",T.L. Swan,1662512740,9781662512742,5,4,Montlake,Kindle Edition,475,2023,2023,9/24/24,9/24/24,read
198264933,"In the Game (Lakes Hockey, #3)",Sloane St. James,,,3,4.14,,Kindle Edition,424,2023,2023,9/23/24,9/23/24,read
144079074,"Strong and Wild (Lakes Hockey, #2)",Sloane St. James,,,3,4.06,,Kindle Edition,346,2023,2023,9/23/24,9/23/24,read
67682134,"Before We Came (Lakes Hockey, #1)",Sloane St. James,,,3,3.8,,Kindle Edition,348,2023,2023,9/22/24,9/21/24,read
123521616,"Mr. Hook-up (Hooked, #1)",Marni Mann,1662515537,9781662515538,2,3.92,Montlake,Kindle Edition,322,2023,2023,9/21/24,9/20/24,read
24360899,Sweet Seduction Boxed Set,Brenda Novak,1928068243,9781928068242,0,4.33,Brenda Novak's Online Auction for Diabetes Research,Kindle Edition,1663,2015,2015,,4/9/24,to-read
61218846,The Bachelor (The Dalton Family #5),Marni Mann,,,3,4.12,,Kindle Edition,370,2023,2023,9/20/24,9/20/24,read
60528212,"The Intern (The Dalton Family, #4)",Marni Mann,,,3,4,,Kindle Edition,357,2022,2022,9/19/24,9/19/24,read
196225075,"Bridesmaid for Hire (Bridesmaid for Hire, #1)",Meghan Quinn,1959442163,9781959442165,0,3.85,Meghan Quinn,Kindle Edition,450,2024,2024,9/18/24,4/20/24,read
58966029,"The Single Dad (The Dalton Family, #3)",Marni Mann,,,3,4.13,,Kindle Edition,364,2022,2022,9/18/24,9/18/24,read
58966030,"The Billionaire (The Dalton Family, #2)",Marni Mann,,,3,4.1,,Kindle Edition,353,2022,2022,9/17/24,9/17/24,read
38140787,"Signed (The Agency, #1)",Marni Mann,,,3,4.16,Marni Mann,Kindle Edition,288,2018,2018,9/16/24,9/16/24,read
58344289,"The Lawyer (The Dalton Family, #1)",Marni Mann,,,3,3.78,,Kindle Edition,330,2021,2021,9/16/24,9/16/24,read
125778927,"The Playboy (Spade Hotel, #1)",Marni Mann,,,4,3.91,,Kindle Edition,396,2023,2023,9/15/24,9/15/24,read
203061257,Shucked (The Loew Brothers #1),Kate Canterbary,,,4,3.8,Vesper Press,Kindle Edition,462,2023,2023,9/14/24,9/14/24,read
129170836,"The Anti-Hero (The Goode Brothers, #1)",Sara Cate,,,3,4,,Kindle Edition,366,2023,2023,9/13/24,9/13/24,read
213607838,Passenger Princess,Morgan  Elizabeth,,,3,3.86,,Kindle Edition,347,2024,2024,9/11/24,9/11/24,read
54848572,"Life's Too Short (The Friend Zone, #3)",Abby Jimenez,,,4,4.15,Forever,Kindle Edition,299,2021,2021,9/9/24,9/9/24,read
198111939,The Rom-Commers,Katherine Center,1250283817,9781250283818,3,4.06,St. Martin's Press,Kindle Edition,325,2024,2024,9/9/24,9/9/24,read
212699716,"My Office Rival (Keep Your Enemy Closer, #2)",Sophia Travers,,,3,4.25,Sophia Travers via Kindle Direct Publishing,Kindle Edition,314,2024,2023,9/6/24,9/6/24,read
216643986,The Bonus,T.L. Swan,,,2,4.02,T L Swan,Kindle Edition,545,2024,2024,9/5/24,9/5/24,read
62654031,"In a Jam (Friendship, RI Book 1)",Kate Canterbary,,,5,3.94,Vesper Press,Kindle Edition,474,2022,2022,9/3/24,9/3/24,read
203220902,"One Billion Reasons (Kings Lane Billionaires, #1)",Sophia Travers,,,4,4.18,Sophia Travers via Kindle Direct Publishing,Kindle Edition,292,2023,2023,9/2/24,9/2/24,read
217700248,"One Wealthy Wedding (Kings Lane Billionaires, #3)",Sophia Travers,,,5,4.26,Sophia Travers via Kindle Direct Publishing,Kindle Edition,416,2024,2024,8/31/24,8/30/24,read
41393171,The Flatshare,Beth O'Leary,1250295645,9781250295644,5,3.99,Flatiron Books,Kindle Edition,400,2019,2019,8/29/24,8/29/24,read
211930153,Change of Heart,Kate Canterbary,,,5,4.02,Vesper Press,Kindle Edition,440,2024,2024,8/26/24,8/26/24,read
42774138,"The Friend Zone (The Friend Zone, #1)",Abby Jimenez,1538715627,,4,3.9,Forever,Kindle Edition,386,2019,2019,8/25/24,8/25/24,read
51065116,"The Happy Ever After Playlist (The Friend Zone, #2)",Abby Jimenez,1538715635,,5,4.17,Forever,Kindle Edition,400,2020,2020,8/25/24,5/2/24,read
217594341,"Madame (Salacious Players' Club, #6)",Sara Cate,,,4,4.16,,Kindle Edition,492,2024,2023,8/19/24,8/19/24,read
62322599,"Highest Bidder (Salacious Players Club, #5)",Sara Cate,,,4,4.03,,Kindle Edition,336,2023,2023,8/19/24,8/19/24,read
59420470,"Mercy (Salacious Players Club, #4)",Sara Cate,,,4,4.06,,Kindle Edition,384,2022,2022,8/18/24,8/18/24,read
57346807,Work with Me (Synergy #1),Michelle McCraw,,,4,3.83,Lazy Dog Books,Kindle Edition,300,2021,2021,8/17/24,4/20/24,read
122753311,"Lovelight Farms (Lovelight, #1)",B.K. Borison,0593641124,9780593641125,4,3.83,Berkley,Kindle Edition,332,2021,2021,8/16/24,8/16/24,read
61632634,Forget Me Not,Julie  Soto,,,5,3.95,Forever,Kindle Edition,353,2023,2023,8/15/24,4/4/24,read
61790543,"Final Offer (Dreamland Billionaires, #3)",Lauren Asher,1737507749,9781737507741,4,4.19,,Kindle Edition,594,2023,2023,8/14/24,8/14/24,read
58353827,"Terms and Conditions  (Dreamland Billionaires, #2)",Lauren Asher,,,3,4.09,,Kindle Edition,435,2022,2022,8/13/24,8/13/24,read
57658071,"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,,,4,3.81,,Kindle Edition,450,2021,2021,8/12/24,8/12/24,read
63490073,Icebreaker,Hannah  Grace,,,4,3.75,Atria Books,Kindle Edition,447,2022,2022,8/11/24,8/11/24,read
83818340,"If We Were Perfect (If Love, #4)",Ana Huang,,,3,3.87,Amazon Digital Services,Kindle Edition,332,2022,2020,8/10/24,8/10/24,read
54552768,"If Love Had a Price (If Love, #3)",Ana Huang,,,3,3.83,,Kindle Edition,372,2020,2020,8/10/24,8/10/24,read
83818310,"If the Sun Never Sets (If Love, #2)",Ana Huang,,,4,3.75,Amazon Digital Services,Kindle Edition,304,2022,2020,8/8/24,8/8/24,read
59420464,"Eyes on Me (Salacious Players Club, #2)",Sara Cate,,,4,4.04,,Kindle Edition,324,2022,2022,8/4/24,8/4/24,read
62014384,"This Life and All the Rest (Next Life, #2)",Brit Benson,,,4,4.29,Brit Benson Books2022,Kindle Edition,346,2022,2022,8/3/24,8/3/24,read
60856174,"The Love of My Next Life (Next Life, #1)",Brit Benson,,,4,4.14,Amazon Digital Services,Kindle Edition,334,2022,2022,8/2/24,8/2/24,read
60060431,"Things We Never Got Over (Knockemout, #1)",Lucy Score,1945631848,9781945631849,4,4.13,That's What She Said Publishing,Kindle Edition,572,2022,2022,7/29/24,4/20/24,read
122751963,"The Long Game (Green Oak, #1)",Elena  Armas,,,4,3.56,Atria Books,Kindle Edition,380,2023,2023,7/27/24,5/2/24,read
60216196,The American Roommate Experiment,Elena  Armas,1668002787,9781668002780,5,3.79,Atria Books,Kindle Edition,397,2022,2022,7/27/24,5/2/24,read
62015945,"Yours Truly (Part of Your World, #2)",Abby Jimenez,1538704412,9781538704417,4,4.3,Forever ,Kindle Edition,417,2023,2023,7/25/24,4/16/24,read
43341641,"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,,,5,3.9,Gallery Books,Kindle Edition,429,2019,2019,7/22/24,5/2/24,read
25190482,Kulti,Mariana Zapata,,,5,4.23,,Kindle Edition,552,2015,2015,7/21/24,4/18/24,read
205699517,"So This Is War (Vancouver Agitators, #5)",Meghan Quinn,1959442201,9781959442202,2,4.02,Hot-Lanta Publishing LLC,Kindle Edition,446,2024,2024,7/19/24,7/19/24,read
107524920,"A Touch of Chaos (Hades x Persephone Saga, #4)",Scarlett St.  Clair,1728259754,9781728259758,4,3.93,Bloom Books,Kindle Edition,584,2024,2024,7/16/24,7/16/24,read
194984166,"A Game of Gods (Hades Saga, #3)",Scarlett St.  Clair,1728259703,9781728259703,3,4.01,Bloom Books,Kindle Edition,587,2023,2023,7/15/24,7/15/24,read
58854438,A Touch of Malice (Hades X Persephone #3),Scarlett St.  Clair,1728258480,9781728258485,5,3.94,Bloom Books,Kindle Edition,466,2021,2021,7/12/24,7/12/24,read
212212407,"A Game of Retribution (Hades Saga, #2)",Scarlett St.  Clair,,,3,3.98,Bloom Books,Kindle Edition,427,2024,2022,7/11/24,7/11/24,read
58824015,A Touch of Ruin (Hades X Persephone #2),Scarlett St.  Clair,0991132386,9780991132386,4,3.79,Bloom Books,Kindle Edition,442,2020,2020,7/10/24,7/10/24,read
58921116,"A Game of Fate (Hades Saga, #1)",Scarlett St.  Clair,,,4,3.98,Bloom Books,Kindle Edition,412,2021,2020,7/9/24,7/9/24,read
58736300,"A Touch of Darkness (Hades & Persephone, #1)",Scarlett St.  Clair,0991132378,9780991132379,5,3.8,Bloom Books,Kindle Edition,397,2019,2019,7/8/24,4/4/24,read
202329680,"Leather & Lark (Ruinous Love, #2)",Brynne Weaver,1638931801,9781638931805,5,4,Slowburn,Kindle Edition,409,2024,2024,7/7/24,7/7/24,read
17406956,"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,,,3,3.89,Gallery Books,Kindle Edition,318,2013,2013,7/6/24,4/4/24,read
175399563,"King of Sloth (Kings of Sin, #4)",Ana Huang,1728289750,9781728289755,5,3.99,Bloom Books,Kindle Edition,464,2024,2024,5/18/24,12/6/24,read
124943221,"King of Greed (Kings of Sin, #3)",Ana Huang,,,4,3.92,,Kindle Edition,352,2023,2023,5/17/24,5/17/24,read
62994279,"King of Pride (Kings of Sin, #2)",Ana Huang,,,4,3.91,,Kindle Edition,358,2023,2023,5/17/24,5/17/24,read
217206738,"King of Wrath (Kings of Sin, #1)",Ana Huang,,,4,4.04,,Kindle Edition,398,2022,2022,5/15/24,8/7/24,read
38326753,From Lukov with Love,Mariana Zapata,,,4,4.19,,Kindle Edition,540,2018,2018,5/12/24,4/18/24,read
56921962,"Red, White & Royal Blue",Casey McQuiston,,,5,4.05,St. Martin's Griffin,Kindle Edition,425,2019,2019,5/11/24,5/11/24,read
202594184,"Pucking Ever After(Jacksonville Rays, #2.5)",Emily Rath,1962350002,9781962350006,5,4.26,Emily Rath Books,Kindle Edition,262,2023,,5/9/24,5/9/24,read
123414003,"Pucking Wild (Jacksonville Rays, #2)",Emily Rath,,9798987793381,5,4.13,Emily Rath Books,Kindle Edition,636,2023,2023,5/9/24,5/9/24,read
131906306,"Pucking Ever After: Volume 1 (Jacksonville Rays, #1.5)",Emily Rath,,,4,4.11,Emily Rath Books,Kindle Edition,138,2023,,5/8/24,5/8/24,read
68664393,"Pucking Around (Jacksonville Rays, #1)",Emily Rath,,,4,3.76,,Kindle Edition,,2023,2023,5/7/24,3/29/24,read
39963855,The Idea of You,Robinne Lee,,,4,3.74,St. Martin's Griffin,Kindle Edition,386,2017,2017,5/5/24,5/2/24,read
36042937,"Fixed Forever (Fixed, #6)",Laurelin Paige,1942835264,9781942835264,5,4.3,Paige Press,Kindle Edition,309,2018,2018,5/4/24,5/4/24,read
21417911,"Hudson (Fixed, #4)",Laurelin Paige,0991379624,9780991379620,4,4.23,EverAfter Romance,Kindle Edition,300,2014,2014,5/4/24,5/4/24,read
20420468,"Forever with You (Fixed, #3)",Laurelin Paige,0991379608,9780991379606,5,4.3,Paige Press LLC,Kindle Edition,305,2014,2014,5/2/24,5/2/24,read
18294010,"Found in You (Fixed, #2)",Laurelin Paige,,,4,4.23,Laurelin Paige,Kindle Edition,287,2013,2013,5/1/24,5/1/24,read
20809413,"Fixed on You (Fixed, #1)",Laurelin Paige,,,4,4.12,Laurelin Paige,Kindle Edition,296,2013,2013,4/30/24,4/4/24,read
60178209,"When in Rome (When in Rome, #1)",Sarah       Adams,0593500792,9780593500798,3,3.88,Dell,Kindle Edition,312,2022,2022,4/29/24,4/24/24,read
18721666,"Wallbanger (Cocktail, #1)",Alice Clayton,,,4,3.98,Gallery Books,Kindle Edition,385,2013,2012,4/29/24,4/24/24,read
61938393,Hello Stranger,Katherine Center,1250283795,9781250283795,3,3.92,St. Martin's Press,Kindle Edition,336,2023,2023,4/28/24,4/16/24,read
27512229,Perfectly Imperfect,Harper Sloan,,,2,3.97,,Kindle Edition,409,2015,2015,4/27/24,4/27/24,read
61761938,Happy Place,Emily Henry,0593441206,9780593441206,5,3.95,Berkley,Kindle Edition,395,2023,2023,4/26/24,4/16/24,read
61942150,"Royally In Trouble (Royal, #2)",Meghan Quinn,1735528153,9781735528151,5,4.09,,Kindle Edition,518,2023,2023,4/24/24,4/24/24,read
61897968,"Practice Makes Perfect (When in Rome, #2)",Sarah       Adams,0593500806,9780593500804,0,4,Dell,Paperback,335,2023,2023,,5/2/24,to-read
