Book Id,Title,Author,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Status
198433147,"Royally Not Ready (Royal, #1)",Meghan Quinn,,,5,3.88,"Hot-Lanta Publishing, LLC",Kindle Edition,438,2022,2022,4/23/24,4/20/24,read
27213238,The Hating Game,Sally  Thorne,,,5,3.86,William Morrow Paperbacks,Kindle Edition,365,2016,2016,4/21/24,4/21/24,read
33313644,"American Prince (New Camelot Trilogy, #2)",Sierra Simone,1949364852,9781949364859,2,3.96,,Kindle Edition,316,2017,2017,4/20/24,4/20/24,read
58803341,The Bodyguard,Katherine Center,125021940X,9781250219404,4,3.95,St. Martin's Press,Kindle Edition,310,2022,2022,4/20/24,4/20/24,read
59696611,"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,,,4,3.8,Atria Books,Kindle Edition,447,2021,2021,4/20/24,4/20/24,read
50291659,Priceless,Miranda Silver,,,3,3.8,,Kindle Edition,391,2020,2020,4/19/24,4/20/24,read
30314992,"American Queen (New Camelot Trilogy, #1)",Sierra Simone,153344367X,9781533443670,3,3.82,Createspace Independent Pub,Kindle Edition,393,2016,2016,4/19/24,4/21/24,read
51884582,Heidi's Guide to Four Letter Words,Tara Sivec,,,0,3.87,Sivec & Arndt,Kindle Edition,197,2019,2019,4/18/24,5/6/24,read
199667455,Butcher & Blackbird (The Ruinous Love Trilogy #1),Brynne Weaver,,,5,4.02,Zando,Kindle Edition,355,2023,2023,4/17/24,3/29/24,read
38232275,"Getting Schooled (Getting Some, #1)",Emma Chase,,,3,3.99,Audible Studios,Audible Audio,8,2018,2018,4/16/24,4/16/24,read
197552845,Told You So,Leeanne Slade,,,0,3.86,,Audiobook,334,2023,,,4/24/24,to-read
58100280,"The Cheat Sheet (The Cheat Sheet, #1)",Sarah       Adams,,,0,3.71,,Kindle Edition,306,2021,2021,,4/24/24,to-read
16140036,"This Man (This Man, #1)",Jodi Ellen Malpas,,,0,4.05,,ebook,448,2012,2012,,4/24/24,to-read
35008850,"Burn for You (Slow Burn, #1)",J.T. Geissinger,1542097452,9781542097451,0,4.04,Montlake Romance,Kindle Edition,349,2017,2017,,4/20/24,to-read
38205372,"Bigger Rock (Big Rock, #1-4)",Lauren Blakely,,,0,4.34,Lauren Blakely Books,Kindle Edition,792,2018,2018,,4/20/24,to-read
50771279,"Manic Monday (Charity Case, #1)",Piper Rayne,,,0,4,,Kindle Edition,298,2019,2018,,4/20/24,to-read
198247815,"Mother Faker (The Momcoms, #1)",Brittanee Nicole,,,0,4.17,,Kindle Edition,340,2024,2024,,4/20/24,to-read
25802884,"Hollywood Dirt (Hollywood Dirt, #1)",Alessandra Torre,1940941709,9781940941707,0,4.06,Amazon Digital Services,Kindle Edition,431,2015,2015,,4/20/24,to-read
62298454,"Make Me (The Fox Family Crime Syndicate, #1)",Summer  O'Toole,,,0,3.59,,Kindle Edition,295,2022,,,4/20/24,to-read
29367958,The Wall of Winnipeg and Me,Mariana Zapata,,,0,4.16,,Kindle Edition,475,2016,2016,,4/18/24,to-read
30839185,"Vicious (Sinners of Saint, #1)",L.J. Shen,,,0,3.93,L.J. Shen,Kindle Edition,339,2016,2016,,4/18/24,to-read
33288638,Wait for It,Mariana Zapata,,,0,4.28,Amazon Digital Services LLC,Kindle Edition,418,2016,2016,,4/18/24,to-read
36199084,"The Kiss Quotient (The Kiss Quotient, #1)",Helen  Hoang,0451490819,,0,3.87,Berkley,Kindle Edition,323,2018,2018,,4/16/24,to-read
75665887,"You, Again",Kate Goldbeck,059344812X,9780593448120,0,3.56,Random House Publishing Group,Paperback,448,2023,2023,,4/16/24,to-read
32503589,A Love Letter to Whiskey,Kandi Steiner,,,0,4.11,Kandi Steiner,Kindle Edition,380,2016,2016,,4/4/24,to-read
62022434,"Things We Hide from the Light (Knockemout, #2)",Lucy Score,,9798886439045,0,4.04,That's What She Said Publishing,Kindle Edition,594,2023,2023,,4/16/24,to-read
6283272,"Darkfever (Fever, #1)",Karen Marie Moning,,,0,4.05,Delacorte Press,Kindle Edition,382,2006,2006,,4/4/24,to-read
41060893,"In Flight (Up in the Air, #1)",R.K. Lilley,,,0,4.07,R.K. Lilley,ebook,330,2012,2012,,4/4/24,to-read
17337340,"Beauty From Pain (Beauty, #1)",Georgia Cates,1301550752,9781301550753,0,4.21,"Georgia Cates Books, LLC",Kindle Edition,284,2014,2013,,4/4/24,to-read
25059548,"Broken (Broken Trilogy, #1)",J.L. Drake,1680580701,9781680580709,0,4.36,"Limitless Publishing, LLC",Kindle Edition,351,2015,2015,,4/4/24,to-read
200176685,Dark Restraint (Dark Olympus #7),Katee Robert,1728262844,9781728262840,0,3.48,Sourcebooks Casablanca,Kindle Edition,315,2024,2024,,4/4/24,to-read
32822135,Archer's Voice,Mia Sheridan,1538727374,9781538727379,0,4.17,Forever,ebook,377,2016,2014,,3/29/24,to-read
41072374,"Damien (Stark Trilogy, #6)",J. Kenner,1948050757,9781948050753,4,4.27,"Evil Eye Concepts, Incorporated",Kindle Edition,175,2019,2019,4/15/24,4/9/24,read
36557242,"Please Me (Stark Ever After, #4.2)",J. Kenner,1948050161,9781948050166,4,4.16,"Evil Eye Concepts, Inc.",Kindle Edition,120,2018,2018,4/14/24,9/29/24,read
211106620,The Accidental Dating Experiment,Lauren Blakely,,,4,3.52,Audible Originals,Audible Audio,7,2024,2024,4/14/24,4/15/24,read
199053671,Still Hung Up on You,Liz Maverick,,,3,3.55,Audible Originals,Audible Audio,3,2023,,4/12/24,4/15/24,read
43796237,"Lucky Suit (The Guys Who Got Away, #6)",Lauren Blakely,,,2,3.47,Audible Studios,Audible Audio,3,2019,2019,4/12/24,4/15/24,read
59484301,"Think Outside the Boss (New York Billionaires, #1)",Olivia Hayle,,,3,4,W. F. Howes Ltd.,Audible Audio,8,2021,2021,4/11/24,4/15/24,read
59578292,The Royal Assignment,Terence Gray,,,3,3.19,Audible Originals,Audible Audio,5,2021,2021,4/11/24,4/15/24,read
36624184,Anchor Me (Stark Trilogy #4),J. Kenner,,,4,4.22,Martini & Olive,Kindle Edition,327,2017,2017,4/10/24,4/9/24,read
60625521,"Seatmate (Love Lines, #3)",Cara Bastone,,,4,3.92,Audible Originals,Audible Audio,5,2022,2022,4/10/24,4/15/24,read
31821808,"Tempt Me (Stark International Security, #2)",J. Kenner,1945920084,9781945920080,4,4.25,Evil Eye Concepts,Kindle Edition,120,2018,2017,4/10/24,4/9/24,read
48760170,"The Beast (Wicked Villains, #4)",Katee Robert,1951329910,9781951329914,3,3.81,Trinkets and Tales LLC,Kindle Edition,284,2020,2020,4/9/24,12/31/24,read
51500614,"A Worthy Opponent (Wicked Villains, #3)",Katee Robert,1951329945,9781951329945,3,3.84,Trinkets and Tales LLC,Kindle Edition,270,2020,2020,4/9/24,12/31/24,read
52641926,"Learn My Lesson (Wicked Villains, #2)",Katee Robert,1532398093,9781532398094,3,3.7,Trinkets and Tales LLC,Kindle Edition,268,2019,2019,4/9/24,12/31/24,read
206299177,"Desperate Measures (Wicked Villains, #1)",Katee Robert,1464227993,9781464227998,3,3.53,Sourcebooks Casablanca,Kindle Edition,278,2024,2019,4/9/24,12/31/24,read
36568823,"Lost With Me (Stark Trilogy, #5)",J. Kenner,1940673844,9781940673844,0,4.3,Martini & Olive,Kindle Edition,277,2018,2018,4/9/24,4/9/24,read
33388255,"Hold Me (Stark Saga, #4.1)",J. Kenner,,,0,4.16,"Evil Eye Concepts, Incorporated",Kindle Edition,120,2017,2017,4/9/24,4/9/24,read
29472235,Steal My Heart (Stark Ever After #6.1),J. Kenner,,,4,4.25,J. Kenner,Kindle Edition,,2016,2016,4/9/24,4/9/24,read
57386055,"Sweet Talk (Love Lines, #2)",Cara Bastone,,,3,3.9,Audible Originals,Audible Audio,6,2021,2021,4/9/24,4/15/24,read
27204703,"Unwrap Me (Stark Trilogy, #3.5)",J. Kenner,1472236378,9781472236371,4,4.06,Headline Eternal,Kindle Edition,92,2015,2015,4/9/24,4/9/24,read
32098021,Take My Dare (Stark International Trilogy #4),J. Kenner,1940673348,9781940673349,4,4.22,Martini & Olive,Kindle Edition,153,2016,2016,4/9/24,4/9/24,read
23960609,"Under My Skin (Stark International Trilogy, #3)",J. Kenner,0553395246,9780553395242,4,4.16,Bantam,Kindle Edition,352,2015,2015,4/8/24,4/8/24,read
23430458,"On My Knees (Stark International Trilogy, #2)",J. Kenner,,,4,4.16,Bantam,Kindle Edition,352,2015,2015,4/8/24,4/8/24,read
28387298,"Play My Game (Stark Trilogy, #3.7)",J. Kenner,,,4,4.08,Random House Publishing Group,Kindle Edition,,2015,2015,4/7/24,4/9/24,read
26703626,"Seduce Me (Stark Trilogy, #3.4)",J. Kenner,0425284883,9780425284889,4,4.15,Random House Publishing Group,Kindle Edition,63,2015,2015,4/7/24,4/9/24,read
23308147,"Have Me (Stark Trilogy, #3.2)",J. Kenner,0553394932,9780553394931,4,3.94,Bantam,Kindle Edition,104,2014,2014,4/7/24,4/9/24,read
23232948,"Say My Name (Stark International Trilogy, #1)",J. Kenner,0553395203,9780553395204,4,4.08,Bantam,Kindle Edition,307,2015,2015,4/7/24,4/7/24,read
19282938,"Tame Me (Stark International Security, #1)",J. Kenner,,,4,4.08," Evil Eye Concepts, Incorporated",Kindle Edition,80,2014,2014,4/6/24,4/9/24,read
18346345,"Take Me (Stark Trilogy, #3.1)",J. Kenner,0804180423,9780804180429,4,4.14,Random House ,Kindle Edition,94,2013,2013,4/6/24,4/6/24,read
17878921,"Complete Me (Stark Trilogy, #3)",J. Kenner,,,4,4.21,Bantam,Kindle Edition,322,2013,2013,4/6/24,4/6/24,read
17415810,"Claim Me (Stark Trilogy, #2)",J. Kenner,0345545842,9780345545848,4,4.19,Bantam,Kindle Edition,386,2013,2013,4/5/24,4/5/24,read
17789853,"Release Me (Stark Trilogy, #1)",J. Kenner,,,4,4.1,Bantam,Kindle Edition,352,2013,2013,4/5/24,3/29/24,read
63106710,"Love, Theoretically",Ali Hazelwood,,,5,4.08,Berkley ,Kindle Edition,400,2023,2023,4/4/24,4/4/24,read
97057731,Love at First Psych,Cara Bastone,,,4,3.62,Audible Originals,Audible Audio,5,2023,2023,4/3/24,4/15/24,read
107524940,"First Holiday (Dark Olympus, #1.1)",Katee Robert,,,5,3.54,,Kindle Edition,,2022,,4/3/24,4/4/24,read
63841848,Turkey Day (Dark Olympus #1.2),Katee Robert,,,5,3.84,,Kindle Edition,15,2022,2022,4/3/24,4/4/24,read
107357118,Wicked Beauty Epilogue (Dark Olympus),Katee Robert,,,5,3.45,,Kindle Edition,12,2022,,4/3/24,4/1/24,read
62872570,"Zeus and Hera (Dark Olympus, #2.5)",Katee Robert,,,5,4.02,,Kindle Edition,8,2022,,4/3/24,4/4/24,read
59125732,"Hades and Hades (Dark Olympus, #1.5)",Katee Robert,,,5,3.93,,Kindle Edition,45,2021,2021,4/3/24,4/4/24,read
123416326,"Midnight Ruin (Dark Olympus, #6)",Katee Robert,,,5,3.7,Sourcebooks Casablanca,Kindle Edition,316,2024,2024,4/3/24,4/4/24,read
63003766,"Cruel Seduction (Dark Olympus, #5)",Katee Robert,172826278X,9781728262789,5,3.69,Sourcebooks Casablanca,Kindle Edition,386,2023,2023,4/2/24,4/2/24,read
61143436,"Radiant Sin (Dark Olympus, #4)",Katee Robert,1728257026,9781728257020,5,3.78,Sourcebooks Casablanca,Kindle Edition,356,2023,2023,4/1/24,4/1/24,read
48662527,"Beautifully Cruel (Beautifully Cruel, #1)",J.T. Geissinger,,,4,4.13,"J.T. Geissinger, Inc.",Kindle Edition,336,2020,2020,3/31/24,3/31/24,read
58945351,"Wicked Beauty (Dark Olympus, #3)",Katee Robert,1728231809,9781728231808,5,3.93,Sourcebooks Casablanca,Kindle Edition,402,2022,2022,3/30/24,3/30/24,read
55423823,"Call Me Maybe (Love Lines, #1)",Cara Bastone,,,3,3.95,Audible Originals,Audible Audio,6,2020,2020,3/29/24,4/15/24,read
55239561,"Neon Gods (Dark Olympus, #1)",Katee Robert,1728231744,9781728231747,5,3.68,Sourcebooks Casablanca,Kindle Edition,384,2021,2021,3/29/24,4/4/24,read
210277479,"Failure to Match (Bad Billionaire Bosses, #2)",Kyra Parsi,,,5,4.19,Independently Published,Kindle Edition,430,2024,,3/28/24,3/28/24,read
62091172,Miles Ever After (The Miles High Club),T.L. Swan,,,4,4.28,T L Swan,Kindle Edition,236,2023,2023,3/27/24,3/27/24,read
61051089,The Do-Over (The Miles High Club #4),T.L. Swan,1542034604,9781542034609,4,4.22,Montlake,Kindle Edition,553,2022,2022,3/27/24,3/27/24,read
57200226,The Casanova (The Miles High Club #3),T.L. Swan,154202806X,9781542028066,4,4.3,Montlake,Kindle Edition,507,2021,2021,3/27/24,3/27/24,read
62325996,To Make Matters Worse,Elle  Rivers,,,3,3.63,,Kindle Edition,396,2022,,3/26/24,3/26/24,read
25312284,"Hard Limit (Hacker, #4)",Meredith Wild,1455591807,9781455591800,4,4.3,Forever,Kindle Edition,295,2015,2014,3/25/24,3/25/24,read
25367543,"Hard Love (Hacker, #5)",Meredith Wild,1455591742,9781455591749,4,4.29,Forever,Kindle Edition,304,2015,2015,3/25/24,3/25/24,read
52276459,The Takeover (The Miles High Club #2),T.L. Swan,1542017343,9781542017343,5,4.4,Montlake,Kindle Edition,477,2020,2020,3/25/24,3/25/24,read
25313804,"Hardline (Hacker, #3)",Meredith Wild,1455591793,9781455591794,4,4.22,Forever,Kindle Edition,279,2015,2014,3/24/24,3/25/24,read
25312406,"Hardwired (Hacker, #1)",Meredith Wild,1455591696,9781455591695,4,4.02,Grand Central Publishing,Kindle Edition,281,2015,2013,3/23/24,3/23/24,read
25312405,"Hardpressed (Hacker, #2)",Meredith Wild,1455591718,9781455591718,4,4.23,Forever,Kindle Edition,304,2015,2013,3/23/24,3/23/24,read
199334767,Same Time Next Year,Tessa Bailey,1662517912,9781662517914,2,3.39,Amazon Original Stories,Kindle Edition,143,2023,2023,3/22/24,3/22/24,read
61211202,"Reluctantly Yours (Unexpectedly in Love, #1)",Erin Hawkins,1735688347,9781735688343,4,3.79,Erin Hawkins,Kindle Edition,340,2022,2022,3/22/24,3/22/24,read
27845794,"One with You (Crossfire, #5)",Sylvia Day,,,5,4.14,St. Martin's Griffin,Kindle Edition,482,2016,2016,3/21/24,3/21/24,read
101857683,"Captivated by You (Crossfire, #4)",Sylvia Day,,,5,4.12,Berkley ,Kindle Edition,369,2023,2014,3/20/24,3/20/24,read
108393085,"Entwined with You (Crossfire, #3)",Sylvia Day,1101604921,9781101604922,5,4.18,Penguin Group (USA),Kindle Edition,,2023,2013,3/19/24,3/19/24,read
13826979,"Bared to You (Crossfire, #1)",Sylvia Day,,,5,4.13,Berkley,Kindle Edition,338,2012,2012,3/18/24,3/18/24,read
14622962,"Reflected in You (Crossfire, #2)",Sylvia Day,,,5,4.3,Berkley,Kindle Edition,352,2012,2012,3/18/24,3/18/24,read
36148585,"Surrender To Me (Wolf Hotel, #4)",Nina  West,1990105076,9781990105074,5,4.22,K.A. Tucker Books Ltd.,Kindle Edition,306,2017,2017,3/17/24,3/17/24,read
200693861,"Own Me (The Wolf Hotel, #5)",K.A. Tucker,1990105440,9781990105449,5,4.16,K.A. Tucker Books Ltd.,Kindle Edition,350,2023,2023,3/17/24,3/17/24,read
53195724,"Break Me (The Wolf Hotel, #2)",Nina  West,199010505X,9781990105050,5,4.05,K.A. Tucker Books Ltd.,Kindle Edition,298,2016,2016,3/16/24,3/16/24,read
32058637,"Teach Me (Wolf Hotel, #3)",Nina  West,1990105068,9781990105067,5,4.01,K.A. Tucker Books Ltd.,Kindle Edition,300,2016,2016,3/16/24,3/16/24,read
63364278,"Tempt Me (The Wolf Hotel, #1)",Nina  West,1990105041,9781990105043,5,3.9,Amazon Digital Services,Kindle Edition,296,2022,2015,3/16/24,3/16/24,read
53667619,"Boss in the Bedsheets (The Santillian Triplets, #2)",Kate Canterbary,,,4,3.97,Vesper Press,Kindle Edition,406,2020,2020,3/15/24,3/15/24,read
176816880,"Camera Shy (Lessons in Love, #1)",Kay Cove,,,5,4.02,,Kindle Edition,446,2023,,3/14/24,3/14/24,read
49079064,Ruthless Prince (Ruthless Rulers #1),Stella Hart,,,5,3.95,,Kindle Edition,408,2019,,3/13/24,3/13/24,read
49079063,Broken Princess (Ruthless Rulers #3),Stella Hart,,,5,4.09,,Kindle Edition,268,2020,,3/13/24,3/13/24,read
49079061,Sinful Palace (Ruthless Rulers #2),Stella Hart,,,5,4,,Kindle Edition,314,2020,,3/13/24,3/13/24,read
200033357,The Exception to the Rule,Christina Lauren,1662519893,9781662519895,4,4.2,Amazon Original Stories,Kindle Edition,101,2024,2024,3/11/24,3/11/24,read
59955788,The Worst Guy (Vital Signs #2),Kate Canterbary,,,5,3.94,Vesper Press,Kindle Edition,378,2021,2021,3/11/24,3/11/24,read
55877731,"Part-Time Husband (Trophy Husbands, #1)",Noelle  Adams,,,2,4.01,,Kindle Edition,257,2020,2018,3/10/24,3/10/24,read
50089880,"The Amendment (The Contract, #2)",Melanie Moreland,,,4,4.15,Moreland Books Inc,Kindle Edition,266,2019,2019,3/9/24,3/9/24,read
35103521,"The Baby Clause 2.0 (The Contract, #1.5)",Melanie Moreland,1988610028,9781988610023,3,4.11,Moreland Books Inc,Kindle Edition,83,2017,2017,3/8/24,4/4/24,read
60177748,"The Addendum (The Contract, #3)",Melanie Moreland,1990803121,9781990803123,3,4.15,Moreland Books Inc,Kindle Edition,372,2022,2022,3/8/24,4/4/24,read
31214995,"The Baby Clause (The Contract, #1.25)",Melanie Moreland,0993619886,9780993619885,3,4.05,Enchanted,Kindle Edition,20,2016,2016,3/8/24,4/4/24,read
39933262,"The Contract (The Contract, #1)",Melanie Moreland,,,3,3.89,Enchanted Publications,Kindle Edition,360,2016,2016,3/8/24,3/8/24,read
50483562,Credence,Penelope Douglas,1952646065,9781952646065,4,3.68,Penelope Douglas LLC,Kindle Edition,487,2020,2020,3/8/24,3/8/24,read
41021967,Punk 57,Penelope Douglas,1952646049,9781952646041,5,3.76,Penelope Douglas LLC ,Kindle Edition,343,2016,2016,3/6/24,3/6/24,read
45156972,The Stopover (The Miles High Club #1),T.L. Swan,1542015863,,4,4,Montlake Romance,Kindle Edition,525,2019,2019,3/5/24,3/5/24,read
39865941,Birthday Girl,Penelope Douglas,1952646057,9781952646058,5,3.92,Penelope Douglas LLC,Kindle Edition,407,2018,2018,3/5/24,3/5/24,read
59420133,"Praise (Salacious Players Club, #1)",Sara Cate,,,3,4.1,,Kindle Edition,338,2025,2022,3/4/24,3/4/24,read
33361549,"Paint It All Red (Mindf*ck, #5)",S.T. Abby,,,5,4.55,,Kindle Edition,177,2016,2016,3/3/24,4/4/24,read
33304878,"Scarlet Angel (Mindf*ck, #3)",S.T. Abby,,,5,4.39,,Kindle Edition,139,2016,2016,3/3/24,4/4/24,read
33361546,"All the Lies (Mindf*ck, #4)",S.T. Abby,,,5,4.51,,Kindle Edition,141,2016,2016,3/3/24,3/3/24,read
33155479,"The Risk (Mindf*ck, #1)",S.T. Abby,,,5,4.25,,Kindle Edition,132,2016,2016,3/3/24,3/3/24,read
33271162,"Sidetracked (Mindf*ck, #2)",S.T. Abby,,,5,4.36,S.T. Abby,Kindle Edition,115,2016,2016,3/3/24,3/3/24,read
62626164,Untying the Knot,Meghan Quinn,1735528188,9781735528182,5,4.03,Meghan Quinn,Kindle Edition,501,2022,2022,3/2/24,3/2/24,read
209253529,"A Long Time Coming (Cane Brothers, #3)",Meghan Quinn,1959442007,9781959442004,4,4.24,Meghan Quinn,Kindle Edition,450,2024,2023,3/2/24,3/2/24,read
209253459,"So Not Meant To Be (Cane Brothers, #2)",Meghan Quinn,1959442198,9781959442196,4,3.92,Hot-Lanta Publishing LLC,Kindle Edition,466,2024,2022,3/2/24,3/2/24,read
60217302,"Twisted Lies (Twisted, #4)",Ana Huang,,,4,4.17,,Kindle Edition,530,2022,2022,3/2/24,3/2/24,read
56688531,"Twisted Hate (Twisted, #3)",Ana Huang,,,5,3.95,,Kindle Edition,522,2022,2022,3/1/24,3/1/24,read
55817097,"Twisted Love (Twisted, #1)",Ana Huang,,,3,3.71,,Kindle Edition,360,2021,2021,2/29/24,3/2/24,read
56653002,"Twisted Games (Twisted, #2)",Ana Huang,,,5,4.08,,Kindle Edition,456,2021,2021,2/29/24,3/2/24,read
209253367,"A Not So Meet Cute (Cane Brothers, #1)",Meghan Quinn,1959442171,9781959442172,5,4.02,Hot-Lanta Publishing LLC,Kindle Edition,418,2024,2021,2/28/24,2/28/24,read
61409879,"Paint Me Perfect (Love, Me & the 303, #1)",Kay Cove,,,3,3.84,Kay Cove LLC,Kindle Edition,324,2022,,2/25/24,4/4/24,read
60378611,"Honestly, I'm Totally Faking It",Amanda Gambill,,,5,4.08,,Kindle Edition,362,2022,,2/24/24,3/2/24,read
182125785,In Love And War,Kyra Parsi,,,3,3.74,,Kindle Edition,233,2023,,2/24/24,3/2/24,read
183020480,A Deal with the Bossy Devil (Bad Billionaire Bosses #1),Kyra Parsi,,,5,4.12,,Kindle Edition,434,2023,2023,2/23/24,3/2/24,read
